         1.176811952         2104.904145	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         2477.076356	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         2915.053063	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         3430.469286	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         4037.017259	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         4750.810162	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         5590.810183	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         6579.332247	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         7742.636827	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         9111.627561	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         10722.67222	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         12618.56883	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         14849.68262	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952           17475.284	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         20565.12308	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         24201.28265	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         28480.35868	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         33516.02651	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         39442.06059	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         46415.88834	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         54622.77218	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         64280.73117	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         75646.33276	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         89021.50854	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         104761.5753	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         123284.6739	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         145082.8778	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         170735.2647	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         200923.3003	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         236448.9413	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         278255.9402	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         327454.9163	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         385352.8594	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         453487.8508	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         533669.9231	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         628029.1442	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         739072.2034	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         869749.0026	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         1023531.022	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952          1204503.54	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         1417474.163	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         1668100.537	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952          1963040.65	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952           2310129.7	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         2718588.243	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         3199267.138	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         3764935.807	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         4430621.458	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         5214008.288	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         6135907.273	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         7220809.018	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952         8497534.359	                   0	                   0	                   0	                   0	                   0	                   0
         1.176811952            10000000	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371                   1	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         1.176811952	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         1.384886371	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         1.629750835	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         1.917910262	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371          2.25701972	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         2.656087783	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371          3.12571585	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         3.678379772	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         4.328761281	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         5.094138015	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         5.994842503	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         7.054802311	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         8.302175681	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         9.770099573	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         11.49756995	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         13.53047775	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         15.92282793	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         18.73817423	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371          22.0513074	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         25.95024211	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         30.53855509	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         35.93813664	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         42.29242874	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         49.77023564	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         58.57020818	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         68.92612104	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         81.11308308	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         95.45484567	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         112.3324033	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         132.1941148	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         155.5676144	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371          183.073828	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371          215.443469	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         253.5364494	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371          298.364724	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         351.1191734	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371           413.20124	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371          486.260158	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         572.2367659	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         673.4150658	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         792.4828984	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         932.6033469	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         1097.498765	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         1291.549665	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         1519.911083	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         1788.649529	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         2104.904145	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         2477.076356	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         2915.053063	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         3430.469286	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         4037.017259	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         4750.810162	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         5590.810183	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         6579.332247	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         7742.636827	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         9111.627561	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         10722.67222	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         12618.56883	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         14849.68262	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371           17475.284	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         20565.12308	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         24201.28265	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         28480.35868	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         33516.02651	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         39442.06059	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         46415.88834	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         54622.77218	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         64280.73117	                   0	                   0	                   0	                   0	                   0	                   0
         1.384886371         75646.33276	                   0	                   0	                   0	                   0	                   0	                   0
